抓取时间,bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_begin,premium_rt,dblow,sw_cd,sw_name,market_cd,btype,list_dt,t_flag,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,last_time,qstatus,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,after_next_put_dt,icons,is_min_price,blocked,putting,force_redeem_price_tip,notes,volatility_rate,debt_rate
2026-09-17 12:42:18,123285,润禾转02,rhz02,100.0,0.0,300727,润禾材料,rhcl,34.53,3.07,4.6,31.1,111.03,180,-9.93,90.07,220316,基础化工,szcy,C,,[],0,0,buy,A+,,21.77,40.43,6.6,buy,2032-09-09,5.984,3.7,0.0,22744.23,0.0,2.83,,0,,00,Y,N,0,0,Y,,未到转股期；2027-03-16 开始转股,计算使用6.0年期 评级为A+ 债参考YTM：5.1799,N,3.7,待上市,,,,0,[],0,0,N,,,buy,buy
2026-09-17 12:42:18,123258,胜蓝转02,slz2,261.25,2.97,300843,胜蓝股份,slgf,142.0,1.98,13.47,54.36,261.22,0,0.01,261.26,270504,电子,szcy,C,2025-09-10,[],0,0,buy,AA-,,38.052,70.668,1.9,buy,2031-08-28,,4.364,147978.81,85691.92,130.22,,,0,15:34:09,00,Y,N,0,0,Y,,2026-03-03 开始转股,强赎登记日2026-09-29，赎回价格100.0500元，如不考虑强赎纯债价值为105.12元，计算使用5.0年期 评级为AA- 债参考YTM：2.3312,N,4.5,全价：261.250 最后更新：15:34:09,2026-09-29,100.0500,如不考虑强赎期权价值为205.32元,0,"{'R': '最后交易日 2026年9月29日\r\n最后转股日 2026年10月9日\r\n赎回价 100.05元/张', 'M': ''}",0,0,N,,,buy,buy
2026-09-17 12:42:18,110077,洪城转债,hczz,202.451,-1.2,600461,洪城环境,hchj,8.91,-1.66,1.15,4.41,202.04,0,0.2,202.65,760102,环保,shmb,C,2020-12-17,[],0,0,buy,AA+,,3.087,5.733,4.5,buy,2026-11-20,0.175,5.278,5549.3,8519.07,5.19,-264.58,,0,14:59:59,00,Y,N,0,0,Y,,2021-05-26 开始转股,计算使用0.2年期 评级为AA+ 债参考YTM：1.5166,N,18.0,全价：202.451 最后更新：14:59:59,,,,1,"{'G': '本次（2026年7月12日至2026年7月31日）不提前赎回，至到期日止均不行使提前赎回权利', 'M': ''}",0,0,N,,,buy,buy
2026-09-17 12:42:18,113046,金田转债,jtzz,130.785,-0.08,601609,金田股份,jtgf,13.02,-1.51,2.17,10.18,127.9,0,2.26,133.05,240302,有色金属,shmb,C,2021-04-12,[],0,0,buy,AA+,,7.126,13.234,6.7,buy,2027-03-22,0.51,14.991,10593.07,39155.02,5.4,-31.19,,0,15:00:00,00,Y,N,0,0,Y,,2021-09-27 开始转股,计算使用0.6年期 评级为AA+ 债参考YTM：1.5221,N,15.0,全价：130.785 最后更新：15:00:00,,,,1,{'M': ''},0,0,N,,,buy,buy
2026-09-17 12:42:18,113042,上银转债,syzz,117.702,-0.2,601229,上海银行,shyh,9.59,-0.21,0.51,8.35,114.85,0,2.48,120.18,480401,银行,shmb,C,2021-02-10,[],0,0,buy,AAA,,,10.855,14.1,buy,2027-01-25,0.356,192.16,15851.95,38678.96,0.7,-13.6,,0,14:59:55,00,Y,Y,0,0,Y,,2021-07-29 开始转股,计算使用0.4年期 评级为AAA 债参考YTM：1.4988,N,200.0,全价：117.702 最后更新：14:59:55,,,,0,{'M': ''},0,0,N,,,buy,buy
2026-09-17 12:42:18,113605,大参转债,dszz,111.711,-0.18,603233,大参林,dsl,18.31,0.49,2.7,16.86,108.6,0,2.86,114.57,370403,医药生物,shmb,C,2020-11-13,[],0,0,buy,AA,,11.802,21.918,6.7,buy,2026-10-22,0.096,14.044,7467.8,11348.46,4.77,-16.43,,0,14:59:45,00,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-04-28 开始转股,计算使用0.1年期 评级为AA 债参考YTM：1.5202,N,14.05,全价：111.711 最后更新：14:59:45,,,,1,"{'R': '到期\n最后交易日：2026-10-16\n最后转股日：2026-10-21\n债券到期日：2026-10-22\n到期赎回价：110.000元/张', 'M': ''}",0,0,N,,,buy,buy
2026-09-17 12:42:18,123091,长海转债,chzz,144.449,3.92,300196,长海股份,chgf,20.71,6.04,1.75,14.79,140.03,0,3.16,147.61,610202,建筑材料,szcy,C,2021-01-15,[],0,0,buy,AA,,10.353,19.227,10.7,buy,2026-12-23,0.266,5.46,148009.88,90696.24,187.18,-88.05,,0,15:34:42,00,Y,N,0,0,Y,,2021-06-29 开始转股,计算使用0.3年期 评级为AA 债参考YTM：1.5287,N,5.5,全价：144.449 最后更新：15:34:42,,,,1,[],0,0,N,,,buy,buy
2026-09-17 12:42:18,128138,侨银转债,qyzz,132.535,0.75,002973,侨银股份,qygf,13.56,1.95,2.15,10.6,127.93,0,3.6,136.14,760103,环保,szmb,C,2020-12-24,[],0,0,buy,A+,,7.42,13.78,9.7,buy,2026-11-17,0.167,4.199,10367.15,18717.21,18.67,-11.63,,0,15:34:24,00,Y,N,3,3,Y,转股价下修3次，成功下修3次,2021-05-24 开始转股,计算使用0.2年期 评级为A+ 债参考YTM：4.0344,N,4.2,全价：132.535 最后更新：15:34:24,,,,1,[],0,0,N,,,buy,buy
2026-09-17 12:42:18,127047,帝欧转债,dozz,134.78,-1.13,002798,帝欧水华,dosh,6.63,1.07,1.91,5.1,130.0,0,3.68,138.46,360306,轻工制造,szmb,C,2021-11-26,[],0,0,buy,BBB+,,3.57,6.63,13.6,buy,2027-10-25,1.104,4.654,3805.34,5431.71,6.02,-12.19,,0,15:34:39,00,Y,N,1,1,Y,转股价下修1次，成功下修1次,2022-04-29 开始转股,计算使用1.2年期 评级为BBB+ 债参考YTM：11.9050,N,15.0,全价：134.780 最后更新：15:34:39,,,,1,[],0,0,N,,,buy,buy
2026-09-17 12:42:18,123243,严牌转债,ypzz,243.0,-2.02,301081,严牌股份,ypgf,16.77,0.06,3.42,7.22,232.27,0,4.62,247.62,760201,环保,szcy,C,2024-07-26,[],0,0,buy,A+,,5.054,9.386,6.8,buy,2030-07-10,3.814,2.558,104764.96,12889.89,169.85,-17.43,,0,15:34:09,00,Y,N,0,0,Y,,2025-01-16 开始转股,计算使用3.9年期 评级为A+ 债参考YTM：4.6030,N,4.679,全价：243.000 最后更新：15:34:09,,,,0,"{'G': '本次（2026年8月27日至2026年9月16日）不提前赎回，以2026年12月16日后的首个交易日重新计算', 'M': ''}",0,0,N,,,buy,buy
