抓取时间,bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_begin,premium_rt,dblow,sw_cd,sw_name,market_cd,btype,list_dt,t_flag,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,last_time,qstatus,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,after_next_put_dt,icons,is_min_price,blocked,putting,force_redeem_price_tip,notes,volatility_rate,debt_rate
2026-08-18 08:03:03,123284,强达转债,qdzz,100.0,0.0,301628,强达电路,qddl,95.65,3.89,6.03,84.04,113.82,191,-12.14,87.86,270202,电子,szcy,C,,[],0,0,buy,AA-,,58.828,109.252,19.8,buy,2032-08-18,6.003,5.5,0.0,51298.7,0.0,2.19,,0,,00,Y,N,0,0,Y,,未到转股期；2027-02-25 开始转股,计算使用6.1年期 评级为AA- 债参考YTM：3.3021,N,5.5,待上市,,,,0,{'M': ''},0,0,N,,,buy,buy
2026-08-18 08:03:03,123282,震裕转02,zyz02,100.0,0.0,300953,震裕科技,zykj,109.3,1.03,5.62,104.85,104.24,188,-4.07,95.93,630701,电力设备,szcy,C,,[],0,0,buy,AA-,,73.395,136.305,9.8,buy,2032-08-16,6.0,18.8,0.0,77891.07,0.0,2.19,,0,,00,Y,N,0,0,Y,,未到转股期；2027-02-22 开始转股,计算使用6.0年期 评级为AA- 债参考YTM：3.2675,N,18.8,待上市,,,,0,{'M': ''},0,0,N,,,buy,buy
2026-08-18 08:03:03,123280,三鑫转债,sxzz,100.0,0.0,300453,三鑫医疗,sxyl,10.13,1.3,3.46,9.72,104.22,176,-4.05,95.95,370503,医药生物,szcy,C,2026-08-19,[],0,0,buy,AA-,,7.776,12.636,14.5,buy,2032-08-03,5.964,5.3,0.0,15972.4,0.0,2.2,,0,,00,Y,N,0,0,Y,,未到转股期；2027-02-10 开始转股,计算使用6.0年期 评级为AA- 债参考YTM：3.2675,N,5.3,待上市,,,,0,[],0,0,N,,,buy,buy
2026-08-18 08:03:03,113667,春23转债,c23zz,202.727,-3.91,603890,春秋电子,cqdz,20.27,-3.89,2.68,9.95,203.72,0,-0.49,202.24,270504,电子,shmb,C,2023-04-11,[],0,0,buy,AA-,,6.965,12.935,3.9,buy,2029-03-17,,3.724,91903.03,94482.89,121.3,,,0,15:00:00,00,Y,N,0,0,Y,,2023-09-25 开始转股,强赎登记日2026-08-25，赎回价格100.6860元，如不考虑强赎纯债价值为112.32元，计算使用2.6年期 评级为AA- 债参考YTM：2.1353,N,5.7,全价：202.727 最后更新：15:00:00,2026-08-25,100.6860,如不考虑强赎期权价值为125.32元,0,"{'R': '最后交易日 2026年8月25日\r\n最后转股日 2026年8月28日\r\n赎回价 100.686元/张', 'M': ''}",0,0,N,,,buy,buy
2026-08-18 08:03:03,113039,Z嘉泽转,jzzz,147.462,-2.64,601619,嘉泽新能,jzxn,4.28,-2.51,1.57,2.89,148.1,0,-0.43,147.03,410107,公用事业,shmb,C,2020-09-17,[],0,0,buy,AA,,2.023,3.757,1.3,buy,2026-08-24,0.016,1.396,29248.99,23272.34,140.07,-1631.76,,0,14:59:59,00,Y,N,0,0,Y,,2021-03-01 开始转股,计算使用0.1年期 评级为AA 债参考YTM：1.4817,N,13.0,全价：147.462 最后更新：14:59:59,,,,1,"{'R': '到期\n最后交易日：2026-08-18\n最后转股日：2026-08-21\n债券到期日：2026-08-24\n到期赎回价：108.000元/张', 'M': ''}",0,0,N,,,buy,buy
2026-08-18 08:03:03,113697,应流转债,ylzz,164.847,-2.16,603308,应流股份,ylgf,50.02,-2.59,6.55,30.31,165.03,0,-0.11,164.74,640108,机械设备,shmb,C,2025-10-22,[],0,0,buy,AA+,,21.217,39.403,3.3,buy,2031-09-19,,11.421,62482.47,87339.87,33.39,,,0,14:59:59,00,Y,N,0,0,Y,,2026-03-25 开始转股,强赎登记日2026-08-24，赎回价格100.0940元，如不考虑强赎纯债价值为102.77元，计算使用5.1年期 评级为AA+ 债参考YTM：1.8167,N,15.0,全价：164.847 最后更新：14:59:59,2026-08-24,100.0940,如不考虑强赎期权价值为107.76元,0,"{'R': '最后交易日 2026年8月24日\r\n最后转股日 2026年8月27日\r\n赎回价 100.0940元/张', 'M': ''}",0,0,N,,,buy,buy
2026-08-18 08:03:03,127067,恒逸转2,hyz2,169.288,3.84,000703,恒逸石化,hysh,17.47,3.62,2.19,10.32,169.28,0,0.0,169.29,750301,石油石化,szmb,C,2022-08-18,[],0,0,buy,AA+,,7.224,13.416,2.4,buy,2028-07-21,,16.294,139578.63,173616.5,51.72,,,0,15:34:33,00,Y,N,0,0,Y,,2023-01-30 开始转股,强赎登记日2026-09-03，赎回价格100.2500元，如不考虑强赎纯债价值为107.42元，计算使用2.0年期 评级为AA+ 债参考YTM：1.6399,N,30.0,全价：169.288 最后更新：15:34:33,2026-09-03,100.2500,如不考虑强赎期权价值为86.23元,1,"{'R': '最后交易日 2026年9月3日\r\n最后转股日 2026年9月8日\r\n赎回价 100.25元/张', 'M': ''}",0,0,N,,,buy,buy
2026-08-18 08:03:03,123112,万讯转债,wxzz,143.422,-3.16,300112,万讯自控,wxzk,9.22,-3.86,2.69,6.43,143.39,0,0.02,143.44,640107,机械设备,szcy,C,2021-04-23,[],0,0,buy,AA-,,4.501,8.359,10.1,buy,2027-04-08,0.638,2.225,14485.81,15734.46,45.15,-27.89,,0,15:34:15,00,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-10-14 开始转股,计算使用0.7年期 评级为AA- 债参考YTM：1.7868,N,2.457,全价：143.422 最后更新：15:34:15,,,,1,[],0,0,N,,,buy,buy
2026-08-18 08:03:03,123281,中仑转债,zlzz,100.0,0.0,301565,中仑新材,zlxc,20.22,0.9,3.31,20.28,99.7,178,0.3,100.3,220505,基础化工,szcy,C,,[],0,0,buy,AA-,,14.196,26.364,41.3,buy,2032-08-05,5.97,10.68,0.0,11235.3,0.0,2.2,,0,,00,Y,N,0,0,Y,,未到转股期；2027-02-12 开始转股,计算使用6.0年期 评级为AA- 债参考YTM：3.2675,N,10.68,待上市,,,,0,{'M': ''},0,0,N,,,buy,buy
2026-08-18 08:03:03,110077,洪城转债,hczz,203.163,-0.97,600461,洪城环境,hchj,8.84,-0.23,1.1,4.41,200.45,0,1.35,204.51,760102,环保,shmb,C,2020-12-17,[],0,0,buy,AA+,,3.087,5.733,5.1,buy,2026-11-20,0.258,5.839,4177.29,5837.75,3.51,-179.97,,0,14:59:47,00,Y,N,0,0,Y,,2021-05-26 开始转股,计算使用0.3年期 评级为AA+ 债参考YTM：1.4936,N,18.0,全价：203.163 最后更新：14:59:47,,,,1,"{'G': '本次（2026年7月12日至2026年7月31日）不提前赎回，至到期日止均不行使提前赎回权利', 'M': ''}",0,0,N,,,buy,buy
