date,bond_id,bond_nm,price,increase_rt,premium_rt,dblow,curr_iss_amt,convert_value,ytm_rt,rating_cd,sw_name,market_cd,maturity_dt,year_left,volume,turnover_rt,convert_price,sprice,sincrease_rt,pb,_extra_1,_extra_2
2026-04-17,111000,起帆转债,171.924,3.61,5.03,176.95,9.992,163.69,-29.82,AA-,电力设备,shmb,2027-05-24,1.101,317265.47,182.38,17.35,28.4,6.73,2.42,,
2026-04-17,113702,斯达转债,100.0,0.0,5.87,105.87,15.0,94.45,1.85,AA+,电子,shmb,2032-04-15,6.0,0.0,0.0,105.3,99.46,-0.2,3.44,,
2026-04-17,113062,常银转债,130.948,0.24,6.97,137.92,59.994,122.41,-7.3,AAA,银行,shmb,2028-09-15,2.416,10416.76,1.33,5.89,7.21,0.84,0.79,,
2026-04-17,127088,赫达转债,164.61,5.05,7.02,171.63,5.996,153.82,-9.67,AA-,基础化工,szmb,2029-07-03,3.214,66338.02,67.1,16.76,25.78,5.31,3.88,,
2026-04-17,110077,洪城转债,217.364,0.59,7.91,225.27,6.685,201.43,-83.46,AA+,环保,shmb,2026-11-20,0.595,7071.52,4.86,4.88,9.83,0.1,1.26,,
2026-04-17,123207,冠中转债,199.65,1.0,8.0,207.65,1.83,184.87,-14.7,A-,建筑装饰,szcy,2029-07-21,3.263,15933.54,43.71,10.44,19.3,1.53,3.87,,
2026-04-17,128137,洁美转债,207.248,0.61,9.2,216.45,5.909,189.8,-83.88,AA-,电子,szmb,2026-11-04,0.551,123167.18,98.17,26.46,50.22,8.4,7.13,,
2026-04-17,127026,超声转债,141.4,-0.7,9.36,150.76,6.996,129.3,-36.84,AA,电子,szmb,2026-12-08,0.644,7817.26,7.89,12.22,15.8,-0.38,1.74,,
2026-04-17,113042,上银转债,124.433,0.14,9.49,133.92,199.777,113.65,-12.89,AAA,银行,shmb,2027-01-25,0.775,20712.69,0.83,8.57,9.74,-0.61,0.53,,
2026-04-17,118057,甬矽转债,186.26,-1.7,9.59,195.85,11.648,169.96,-8.55,A+,电子,shkc,2031-06-26,5.195,24973.27,11.38,28.36,48.2,-0.92,7.63,,
2026-04-17,123061,航新转债,138.6,0.55,10.73,149.33,1.674,125.17,-57.1,A-,国防军工,szcy,2026-07-22,0.263,8822.61,37.85,14.82,18.55,3.0,5.76,,
2026-04-17,127084,柳工转2,144.806,0.56,10.81,155.62,24.81,130.69,-7.42,AAA,机械设备,szmb,2029-03-27,2.945,15615.82,4.37,7.3,9.54,-1.24,1.06,,
2026-04-17,127041,弘亚转债,120.3,-0.33,10.91,131.21,5.999,108.47,-18.48,AA-,机械设备,szmb,2026-07-12,0.236,3912.67,5.41,17.0,18.44,0.77,2.6,,
2026-04-17,127066,科利转债,148.548,-3.06,11.47,160.02,15.342,133.26,-11.65,AA,电力设备,szmb,2028-07-08,2.227,33148.64,14.5,148.7,198.16,-3.61,4.09,,
2026-04-17,123059,银信转债,140.39,-1.33,11.6,151.99,1.569,125.79,-66.15,AA-,计算机,szcy,2026-07-15,0.244,9254.26,41.95,9.15,11.51,-1.46,3.1,,
2026-04-17,128119,龙大转债,93.52,-0.54,12.55,106.07,9.459,83.1,96.34,BB+,食品饮料,szmb,2026-07-13,0.238,34610.4,38.97,4.2,3.49,-3.59,3.01,,
2026-04-17,128128,齐翔转2,140.0,-0.09,12.71,152.71,6.792,124.21,-63.08,AA,石油石化,szmb,2026-08-20,0.343,8741.95,9.25,5.37,6.67,-2.2,1.71,,
2026-04-17,123118,惠城转债,700.0,-1.66,12.85,712.85,0.658,620.29,-77.18,A+,环保,szcy,2027-07-07,1.222,30638.85,66.15,14.59,90.5,-0.12,14.24,,
2026-04-17,123188,水羊转债,189.933,5.54,12.94,202.87,6.422,168.17,-14.73,A+,美容护理,szcy,2029-04-04,2.967,168235.09,135.13,13.54,22.77,5.37,4.14,,
2026-04-17,127053,豪美转债,223.66,-3.96,13.01,236.67,2.581,197.91,-29.7,AA-,有色金属,szmb,2028-01-24,1.773,20504.41,34.96,17.23,34.1,-0.67,3.13,,
2026-04-17,127103,东南转债,152.841,-0.86,13.67,166.51,19.999,134.46,-8.1,AA,建筑装饰,szmb,2030-01-03,3.718,29975.33,9.78,5.6,7.53,-0.66,1.3,,
2026-04-17,127096,泰坦转债,243.681,-4.02,14.06,257.74,2.917,213.64,-18.46,A,机械设备,szmb,2029-10-25,3.526,66169.77,91.82,13.27,28.35,-2.04,4.18,,
2026-04-17,127040,国泰转债,139.887,0.09,14.21,154.1,39.864,122.48,-18.22,AA+,商贸零售,szmb,2027-07-07,1.222,11603.89,2.08,7.65,9.37,-0.53,0.95,,
2026-04-17,127109,电化转债,160.26,-0.79,14.23,174.49,4.867,140.3,-6.36,AA,电力设备,szmb,2031-06-16,5.167,10421.44,13.25,10.1,14.17,-0.84,2.89,,
2026-04-17,123149,通裕转债,138.991,1.06,14.49,153.48,11.069,121.4,-8.38,AA,电力设备,szcy,2028-06-20,2.178,22191.7,14.46,2.71,3.29,2.17,1.93,,
2026-04-17,113056,重银转债,128.358,0.51,14.5,142.86,115.631,112.11,-6.67,AAA,银行,shmb,2028-03-23,1.934,18005.7,1.21,9.5,10.65,2.01,0.61,,
2026-04-17,118004,博瑞转债,189.171,0.59,14.59,203.76,4.428,165.08,-24.47,AA-,医药生物,shkc,2028-01-04,1.718,29454.02,35.56,34.74,57.35,-1.49,9.62,,
2026-04-17,118044,赛特转债,171.159,2.78,15.53,186.69,4.42,148.15,-10.68,A+,基础化工,shkc,2029-09-11,3.406,13681.87,18.36,18.9,28.0,1.45,4.1,,
2026-04-17,128121,宏川转债,123.6,-0.68,15.65,139.25,6.52,106.88,-51.18,AA-,交通运输,szmb,2026-07-17,0.249,3004.52,3.72,12.65,13.52,-2.31,2.49,,
2026-04-17,113058,友发转债,152.061,0.9,15.66,167.72,18.638,131.47,-13.9,AA,钢铁,shmb,2028-03-30,1.953,8408.08,2.97,4.48,5.89,0.51,1.25,,
2026-04-17,123247,万凯转债,301.8,0.45,15.68,317.48,19.643,260.89,-20.28,AA,基础化工,szcy,2030-08-16,4.334,25406.93,4.28,11.3,29.48,-1.07,2.85,,
2026-04-17,113597,佳力转债,140.823,1.41,15.97,156.79,2.972,121.43,-57.43,AA-,机械设备,shmb,2026-07-30,0.285,43363.83,102.65,8.68,10.54,0.67,3.2,,
2026-04-17,128108,蓝帆转债,108.5,-0.46,16.09,124.59,15.203,93.46,-4.21,AA-,医药生物,szmb,2026-05-28,0.112,3364.42,2.04,7.95,7.43,-1.59,0.95,,
2026-04-17,110074,精达转债,464.234,6.19,16.32,480.55,2.637,399.1,-225.15,AA,电力设备,shmb,2026-08-19,0.34,117659.46,97.62,3.32,13.25,6.34,4.63,,
2026-04-17,123091,长海转债,147.324,-0.24,16.37,163.69,5.497,126.6,-36.14,AA,建筑材料,szcy,2026-12-23,0.685,9798.08,12.03,15.34,19.42,-0.05,1.65,,
2026-04-17,113677,华懋转债,374.831,2.85,16.81,391.64,10.489,320.9,-29.39,AA-,汽车,shmb,2029-09-14,3.414,109915.47,27.98,33.74,108.27,4.02,10.61,,
2026-04-17,113667,春23转债,217.988,-0.93,16.94,234.93,5.699,186.4,-19.08,AA-,电子,shmb,2029-03-17,2.918,48257.09,38.7,10.15,18.92,0.16,2.71,,
2026-04-17,123213,天源转债,264.694,-0.35,17.46,282.15,3.26,225.35,-22.46,AA-,环保,szcy,2029-07-28,3.282,8668.56,10.07,7.14,16.09,-2.31,3.28,,
2026-04-17,113039,嘉泽转债,249.974,12.52,17.52,267.49,2.865,212.72,-160.71,AA,公用事业,shmb,2026-08-24,0.353,436318.58,622.63,2.91,6.19,9.95,2.28,,
2026-04-17,123121,帝尔转债,158.8,7.17,17.57,176.37,8.292,135.07,-20.97,AA-,电力设备,szcy,2027-08-05,1.301,273890.86,203.59,73.56,99.36,20.0,6.95,,
2026-04-17,111023,利柏转债,178.386,-1.76,17.7,196.09,7.496,151.57,-8.33,AA,建筑装饰,shmb,2031-07-03,5.214,31762.91,23.47,12.14,18.4,3.49,4.15,,
2026-04-17,127067,恒逸转2,172.0,-3.02,18.04,190.04,29.994,145.71,-17.45,AA+,石油石化,szmb,2028-07-21,2.263,62949.55,12.25,10.37,15.11,-5.39,2.13,,
2026-04-17,113686,泰瑞转债,176.284,0.18,18.05,194.33,3.364,149.33,-8.89,AA-,机械设备,shmb,2030-07-02,4.211,5934.46,10.03,8.15,12.17,-1.46,2.43,,
2026-04-17,127078,优彩转债,168.597,-0.09,18.11,186.71,4.159,142.75,-12.39,A+,基础化工,szmb,2028-12-14,2.663,6019.87,8.57,6.48,9.25,-0.22,1.81,,
2026-04-17,118034,晶能转债,129.463,0.31,18.29,147.75,83.22,109.45,-4.82,AA+,电力设备,shkc,2029-04-20,3.011,41157.47,3.82,6.35,6.95,-2.66,2.51,,
2026-04-17,113051,节能转债,144.468,0.18,18.49,162.96,26.52,121.92,-19.77,AA+,公用事业,shmb,2027-06-21,1.178,18962.62,4.93,3.33,4.06,0.0,1.49,,
2026-04-17,113691,和邦转债,185.096,1.8,18.65,203.75,45.991,156.0,-10.16,AA,基础化工,shmb,2030-10-28,4.534,36978.63,4.36,2.0,3.12,4.0,1.49,,
2026-04-17,123251,华医转债,273.801,-3.06,18.72,292.52,7.012,230.63,-16.38,A+,医药生物,szcy,2030-12-23,4.688,63637.74,33.23,22.43,51.73,-0.67,3.03,,
2026-04-17,113681,镇洋转债,142.62,-0.18,18.94,161.56,5.797,119.91,-4.78,AA-,基础化工,shmb,2029-12-29,3.704,4249.42,5.14,11.2,13.43,-1.32,3.06,,
2026-04-17,111005,富春转债,177.824,-0.45,19.15,196.97,5.298,149.25,-19.51,AA-,纺织服饰,shmb,2028-06-23,2.186,19868.83,20.97,11.98,17.88,1.36,1.79,,
2026-04-17,127079,华亚转债,216.922,4.3,19.23,236.15,3.106,181.94,-20.41,A+,电子,szmb,2028-12-16,2.669,13387.79,20.27,30.73,55.91,3.06,4.12,,
2026-04-17,113631,皖天转债,141.861,1.27,19.27,161.13,5.958,118.94,-14.27,AA+,公用事业,shmb,2027-11-08,1.562,8365.58,9.93,6.81,8.1,-0.49,1.15,,
2026-04-17,123131,奥飞转债,296.414,-2.5,19.32,315.73,3.161,248.41,-43.69,A+,通信,szcy,2027-12-03,1.63,41724.82,44.35,10.06,24.99,-3.66,6.9,,
2026-04-17,123160,泰福转债,191.991,-0.16,19.47,211.46,2.315,160.7,-17.95,A,机械设备,szcy,2028-09-28,2.452,13935.11,31.52,19.77,31.77,-3.35,3.36,,
2026-04-17,113695,华辰转债,169.171,-0.16,19.68,188.85,4.597,141.35,-6.68,A+,电力设备,shmb,2031-06-20,5.178,10075.7,12.92,23.48,33.19,-1.72,4.82,,
2026-04-17,128125,华阳转债,117.723,-0.43,20.31,138.03,4.496,97.85,-14.22,AA-,建筑装饰,szmb,2026-07-30,0.285,3581.0,6.75,14.39,14.08,-0.71,1.75,,
2026-04-17,113584,家悦转债,110.42,0.03,20.7,131.12,6.448,91.49,-2.89,AA,商贸零售,shmb,2026-06-05,0.134,3221.62,4.52,12.45,11.39,-0.26,2.97,,
2026-04-17,123245,集智转债,288.476,0.06,20.79,309.27,1.538,238.82,-18.53,A,机械设备,szcy,2030-08-14,4.329,25237.39,56.92,18.11,43.25,2.32,5.63,,
2026-04-17,123092,天壕转债,136.598,0.15,21.04,157.64,3.417,112.85,-23.09,A+,公用事业,szcy,2026-12-24,0.688,6106.47,13.11,4.98,5.62,-2.6,1.13,,
2026-04-17,113661,福22转债,141.205,-0.05,21.08,162.29,30.297,116.62,-8.24,AA,电力设备,shmb,2028-11-22,2.603,14658.3,3.42,14.74,17.19,-2.05,2.73,,
2026-04-17,113646,永吉转债,181.802,-0.23,21.15,202.95,1.372,150.06,-22.4,AA-,轻工制造,shmb,2028-04-14,1.995,8038.57,32.17,8.05,12.08,-0.66,3.97,,
2026-04-17,113632,鹤21转债,137.837,-0.12,21.92,159.76,20.167,113.06,-11.5,AA,轻工制造,shmb,2027-11-17,1.586,7687.19,2.76,18.99,21.47,-0.46,1.79,,
2026-04-17,118027,宏图转债,96.649,-5.5,21.99,118.64,10.087,79.23,8.44,BB+,计算机,shkc,2028-11-28,2.619,13271.93,13.32,24.55,19.45,-2.51,9.97,,
2026-04-17,123076,强力转债,138.16,2.05,22.27,160.43,5.595,112.99,-30.92,AA-,电子,szcy,2026-11-19,0.592,13375.25,17.37,12.7,14.35,3.99,4.16,,
2026-04-17,123215,铭利转债,145.0,0.0,22.48,167.48,8.555,118.39,-5.08,AA-,机械设备,szcy,2029-08-03,3.299,7347.16,5.92,19.2,22.73,0.44,5.05,,
2026-04-17,127070,大中转债,531.0,-1.12,22.82,553.82,9.343,432.34,-48.4,AA,钢铁,szmb,2028-08-17,2.337,223639.49,44.71,10.76,46.52,0.28,10.75,,
2026-04-17,110098,南药转债,143.931,-0.61,23.03,166.96,10.814,116.99,-5.23,AA+,医药生物,shmb,2030-12-25,4.693,9492.21,6.09,5.12,5.99,-3.85,1.09,,
2026-04-17,113678,中贝转债,193.544,-5.61,23.31,216.85,5.108,156.96,-12.88,A+,通信,shmb,2029-10-19,3.51,100621.88,98.39,20.54,32.24,0.97,8.32,,
2026-04-17,123198,金埔转债,140.163,0.02,23.48,163.64,3.259,113.51,-4.91,A,建筑装饰,szcy,2029-06-08,3.145,4416.75,9.66,7.55,8.57,-1.38,1.29,,
2026-04-17,110087,天业转债,135.94,0.49,23.78,159.72,29.975,109.82,-8.91,AA+,基础化工,shmb,2028-06-23,2.186,12889.35,3.17,5.6,6.15,0.16,1.14,,
2026-04-17,123225,翔丰转债,149.304,1.16,24.11,173.41,5.703,120.3,-5.62,AA-,电力设备,szcy,2029-10-10,3.485,4963.4,5.86,27.44,33.01,3.0,1.8,,
2026-04-17,113605,大参转债,124.77,0.04,24.48,149.25,14.046,100.23,-23.11,AA,医药生物,shmb,2026-10-22,0.515,5477.48,3.12,17.35,17.39,-0.74,2.74,,
2026-04-17,113043,财通转债,129.394,0.46,25.03,154.42,37.992,103.49,-27.96,AAA,非银金融,shmb,2026-12-10,0.649,5783.95,1.18,8.03,8.31,0.0,1.03,,
2026-04-17,123222,博俊转债,192.787,-0.67,25.12,217.91,2.439,154.08,-13.39,A+,汽车,szcy,2029-09-08,3.397,4750.3,10.16,16.68,25.7,-0.73,3.15,,
2026-04-17,123209,聚隆转债,213.8,-0.43,25.22,239.02,1.673,170.74,-16.89,A+,基础化工,szcy,2029-07-26,3.277,7206.54,20.26,17.77,30.34,-0.95,3.09,,
2026-04-17,118011,银微转债,149.97,0.42,25.51,175.48,4.997,119.49,-10.05,A+,电子,shkc,2028-07-04,2.216,11514.42,15.36,31.3,37.4,2.41,3.58,,
2026-04-17,118031,天23转债,130.777,0.29,25.52,156.3,58.512,104.19,-3.53,AA,电力设备,shkc,2029-02-13,2.83,18055.39,2.36,16.0,16.67,0.12,1.78,,
2026-04-17,127055,精装转债,184.615,2.46,25.57,210.19,2.081,147.03,-22.02,AA-,建筑装饰,szmb,2028-02-22,1.852,28095.92,73.44,18.5,27.2,2.14,3.57,,
2026-04-17,110097,天润转债,149.595,0.03,25.97,175.57,9.89,118.76,-5.79,AA,食品饮料,shmb,2030-10-24,4.523,2946.51,1.99,8.21,9.75,0.52,1.26,,
2026-04-17,127082,亚科转债,164.277,1.18,26.31,190.59,11.585,130.06,-11.66,AA,有色金属,szmb,2029-03-09,2.896,5078.87,2.68,5.29,6.88,-0.29,1.56,,
2026-04-17,113697,应流转债,294.844,2.92,26.36,321.2,14.997,233.34,-16.41,AA+,机械设备,shmb,2031-09-19,5.427,121969.69,27.8,30.47,71.1,3.04,9.5,,
2026-04-17,128136,立讯转债,135.0,-0.47,26.46,161.46,29.984,106.75,-36.68,AA+,电子,szmb,2026-11-03,0.548,14485.43,3.56,55.97,59.75,-1.16,5.13,,
2026-04-17,113588,润达转债,125.405,-0.89,26.87,152.28,2.338,98.84,-79.57,AA,医药生物,shmb,2026-06-17,0.167,3621.57,12.34,12.97,12.82,-0.77,1.85,,
2026-04-17,127090,兴瑞转债,157.454,0.55,26.9,184.35,4.616,124.08,-8.52,AA-,汽车,szmb,2029-07-24,3.271,4537.47,6.25,25.5,31.64,1.64,5.88,,
2026-04-17,118030,睿创转债,420.749,3.12,26.91,447.66,12.622,331.54,-38.77,AA,国防军工,shkc,2028-12-30,2.707,57126.77,10.88,39.12,129.7,3.26,9.08,,
2026-04-17,127110,广核转债,151.802,0.25,26.91,178.71,48.994,119.62,-6.03,AAA,公用事业,szmb,2031-07-09,5.23,6684.44,0.9,3.67,4.39,-0.68,1.8,,
2026-04-17,123107,温氏转债,131.247,0.14,27.04,158.29,77.064,103.32,-18.69,AAA,农林牧渔,szcy,2027-03-29,0.948,12751.26,1.26,16.29,16.83,-1.98,2.55,,
2026-04-17,123071,天能转债,131.2,2.59,27.21,158.41,6.937,103.13,-24.23,AA-,电力设备,szcy,2026-10-21,0.512,25124.97,27.54,6.7,6.91,4.22,1.33,,
2026-04-17,123183,海顺转债,142.73,-0.14,27.21,169.94,6.329,112.2,-6.23,AA-,轻工制造,szcy,2029-03-23,2.934,5595.62,6.21,17.29,19.4,-0.67,2.41,,
2026-04-17,111004,明新转债,145.11,0.98,27.37,172.48,6.715,113.93,-10.36,AA-,汽车,shmb,2028-03-30,1.953,9080.72,9.35,24.41,27.81,2.7,2.74,,
2026-04-17,118051,皓元转债,238.211,-0.38,27.69,265.9,8.218,186.56,-14.44,AA-,医药生物,shkc,2030-11-28,4.619,14027.63,7.15,40.47,75.5,-0.92,5.15,,
2026-04-17,110075,南航转债,118.304,-1.24,27.83,146.13,58.959,92.55,-20.23,AAA,交通运输,shmb,2026-10-15,0.496,20311.24,2.9,6.17,5.71,-0.87,2.91,,
2026-04-17,110093,神马转债,136.782,0.29,27.92,164.7,22.199,106.93,-7.3,AAA,基础化工,shmb,2029-03-16,2.915,8085.23,2.66,8.08,8.64,0.0,1.17,,
2026-04-17,123088,威唐转债,140.2,0.28,28.28,168.48,3.004,109.29,-27.22,A+,汽车,szcy,2026-12-15,0.663,2420.14,5.76,14.96,16.35,0.06,2.43,,
2026-04-17,110092,三房转债,102.084,-1.06,28.46,130.54,21.319,79.47,3.97,A+,基础化工,shmb,2029-01-06,2.726,9714.4,4.45,3.02,2.4,-1.23,1.84,,
2026-04-17,123114,三角转债,151.62,-0.8,28.67,180.29,8.999,117.84,-20.98,AA-,国防军工,szcy,2027-05-25,1.104,8821.03,6.45,31.39,36.99,-1.94,3.37,,
2026-04-17,127037,银轮转债,608.984,-0.59,28.92,637.9,5.055,472.38,-77.65,AA,汽车,szmb,2027-06-07,1.14,42431.8,13.78,10.39,49.08,-0.77,5.65,,
2026-04-17,113649,丰山转债,146.185,0.11,29.32,175.51,4.577,113.04,-9.28,AA-,基础化工,shmb,2028-06-27,2.197,5796.57,8.68,13.73,15.52,-1.65,1.58,,
2026-04-17,127018,本钢转债,118.75,0.06,29.37,148.12,56.309,91.79,1.05,AAA,钢铁,szmb,2026-06-29,0.2,11081.5,1.66,3.29,3.02,-1.31,1.56,,
2026-04-17,118050,航宇转债,326.337,0.15,29.85,356.19,6.667,251.32,-20.86,AA-,国防军工,shkc,2030-08-21,4.348,32667.86,15.04,24.96,62.73,0.37,6.12,,
2026-04-17,111017,蓝天转债,134.112,0.27,30.04,164.15,6.715,103.13,-4.78,AA,公用事业,shmb,2029-08-15,3.332,8548.56,9.51,7.98,8.23,-0.12,1.8,,
2026-04-17,113615,金诚转债,694.344,-1.14,30.08,724.42,4.958,533.79,-122.94,AA,有色金属,shmb,2026-12-23,0.685,37850.42,10.94,11.78,62.88,-1.3,3.72,,
2026-04-17,127045,牧原转债,135.4,0.03,30.08,165.48,95.43,104.09,-15.46,AA+,农林牧渔,szmb,2027-08-16,1.332,14442.64,1.12,43.74,45.53,-1.96,3.38,,
2026-04-17,118041,星球转债,152.46,1.69,30.13,182.59,6.198,117.16,-7.34,A+,机械设备,shkc,2029-07-31,3.29,3972.62,4.22,23.14,27.11,2.42,2.38,,
2026-04-17,123235,亿田转债,207.04,-3.93,30.19,237.23,4.354,159.03,-14.08,AA-,家用电器,szcy,2029-12-21,3.682,34835.59,38.42,21.31,33.89,-6.28,5.06,,
2026-04-17,123211,阳谷转债,181.5,2.04,30.26,211.76,3.07,139.33,-12.18,AA-,基础化工,szcy,2029-07-27,3.28,7718.96,13.96,9.28,12.93,2.46,1.6,,
2026-04-17,113644,艾迪转债,145.3,0.56,30.28,175.58,9.999,111.53,-10.37,AA-,机械设备,shmb,2028-04-15,1.997,7999.66,5.54,18.65,20.8,1.51,4.69,,
2026-04-17,111010,立昂转债,142.741,0.68,31.0,173.74,33.892,108.96,-8.06,AA,电子,shmb,2028-11-14,2.581,16183.24,3.36,33.59,36.6,2.09,3.4,,
2026-04-17,118016,京源转债,155.045,0.28,31.13,186.18,1.675,118.23,-10.92,A,环保,shkc,2028-08-05,2.304,5333.5,20.52,6.91,8.17,-3.54,2.1,,
2026-04-17,111022,锡振转债,161.603,-0.35,31.14,192.74,5.197,123.23,-6.02,AA-,汽车,shmb,2031-06-18,5.173,4337.7,5.14,22.64,27.9,-3.79,3.74,,
2026-04-17,128142,新乳转债,132.691,-0.12,31.22,163.91,7.179,101.12,-25.58,AA,食品饮料,szmb,2026-12-18,0.671,5373.42,5.66,17.88,18.08,-1.2,3.99,,
2026-04-17,118056,路维转债,229.49,4.89,31.45,260.94,6.145,174.59,-12.55,AA-,电子,shkc,2031-06-11,5.153,71082.92,50.87,32.7,57.09,4.56,6.91,,
2026-04-17,128134,鸿路转债,125.9,-0.16,31.58,157.48,15.726,95.68,-26.49,AA,建筑装饰,szmb,2026-10-09,0.48,6384.34,3.22,21.99,21.04,-2.37,1.47,,
2026-04-17,113046,金田转债,136.88,1.03,31.65,168.53,14.992,103.97,-21.14,AA+,有色金属,shmb,2027-03-22,0.929,9363.74,4.57,10.32,10.73,2.0,1.82,,
2026-04-17,123255,鼎龙转债,245.0,-0.2,31.65,276.65,9.096,186.1,-14.39,AA,电子,szcy,2031-04-02,4.962,28555.7,12.8,28.48,53.0,2.36,9.65,,
2026-04-17,118039,煜邦转债,162.153,0.5,31.67,193.82,4.104,123.15,-9.52,A,电力设备,shkc,2029-07-20,3.26,3170.74,4.78,7.3,8.99,-0.33,3.36,,
2026-04-17,123199,山河转债,146.598,-0.16,32.1,178.7,3.197,110.98,-8.22,A+,医药生物,szcy,2029-06-12,3.156,3040.74,6.51,13.3,14.76,-1.4,3.59,,
2026-04-17,127095,广泰转债,145.591,0.0,32.45,178.04,6.927,109.92,-5.62,AA-,国防军工,szmb,2029-10-18,3.507,3522.83,3.49,9.07,9.97,-0.8,1.72,,
2026-04-17,118012,微芯转债,161.361,-1.08,32.64,194.0,4.996,121.65,-12.99,A+,医药生物,shkc,2028-07-05,2.219,4567.82,5.65,25.4,30.9,-2.31,8.42,,
2026-04-17,127027,能化转债,120.681,-1.24,32.93,153.61,19.464,90.79,-13.69,AAA,煤炭,szmb,2026-12-10,0.649,26479.61,11.1,2.93,2.66,-3.27,0.85,,
2026-04-17,111002,特纸转债,141.938,0.85,33.16,175.1,6.619,106.59,-12.7,AA,轻工制造,shmb,2027-12-08,1.644,7559.25,8.07,13.65,14.55,3.05,1.93,,
2026-04-17,113658,密卫转债,143.735,0.53,34.02,177.76,8.719,107.25,-15.51,AA-,交通运输,shmb,2027-09-16,1.416,3324.32,2.66,55.72,59.76,-1.3,1.98,,
2026-04-17,111012,福新转债,408.635,2.32,34.06,442.7,1.017,304.81,-36.82,A+,基础化工,shmb,2029-01-04,2.721,37508.41,91.54,11.22,34.2,0.65,6.64,,
2026-04-17,128127,文科转债,113.2,-0.09,34.14,147.34,8.036,84.39,4.68,A-,建筑装饰,szmb,2026-08-20,0.343,3161.18,3.47,4.42,3.73,-3.62,6.41,,
2026-04-17,118033,华特转债,148.069,-0.89,34.85,182.92,6.459,109.8,-7.43,AA-,电子,shkc,2029-03-21,2.929,11486.73,12.02,82.75,90.86,-3.39,5.42,,
2026-04-17,113053,隆22转债,134.434,0.54,34.9,169.33,69.951,99.66,-11.77,AAA,电力设备,shmb,2028-01-05,1.721,12508.6,1.33,17.5,17.44,-0.4,2.3,,
2026-04-17,111015,东亚转债,134.93,-0.27,35.46,170.39,6.662,99.61,-3.82,A+,医药生物,shmb,2029-07-06,3.222,4813.45,5.35,20.28,20.2,-2.27,1.28,,
2026-04-17,127089,晶澳转债,127.59,0.07,35.49,163.08,89.588,94.17,-4.02,AA+,电力设备,szmb,2029-07-18,3.255,26509.1,2.33,11.66,10.98,0.37,1.57,,
2026-04-17,123158,宙邦转债,207.42,0.36,35.65,243.07,18.047,152.91,-22.2,AA,电力设备,szcy,2028-09-26,2.447,10152.84,2.73,41.05,62.77,-1.17,4.37,,
2026-04-17,113052,兴业转债,121.001,-0.12,35.67,156.67,413.5,89.19,-4.87,AAA,银行,shmb,2027-12-27,1.696,40688.41,0.81,20.63,18.4,-1.13,0.43,,
2026-04-17,123172,漱玉转债,139.466,0.11,35.92,175.39,7.96,102.61,-6.63,AA-,医药生物,szcy,2028-12-15,2.666,8906.9,8.03,14.95,15.34,-1.41,2.94,,
2026-04-17,123194,百洋转债,142.241,1.31,35.97,178.21,8.459,104.61,-6.54,AA-,医药生物,szcy,2029-04-14,2.995,12877.75,10.73,25.36,26.53,1.18,5.62,,
2026-04-17,113680,丽岛转债,145.179,-0.13,36.11,181.29,2.999,106.66,-5.22,A+,有色金属,shmb,2029-11-15,3.584,9144.26,20.91,12.91,13.77,-2.89,1.83,,
2026-04-17,118013,道通转债,225.311,0.3,36.17,261.48,12.796,165.47,-25.46,AA,计算机,shkc,2028-07-08,2.227,10883.1,3.78,21.98,36.37,0.19,6.3,,
2026-04-17,123080,海波转债,142.8,0.07,36.33,179.13,1.486,104.75,-25.56,A+,建筑装饰,szcy,2026-12-02,0.627,1838.38,8.7,11.38,11.92,-0.33,2.31,,
2026-04-17,113673,岱美转债,185.332,3.37,36.73,222.06,9.079,135.55,-13.57,AA,汽车,shmb,2029-07-18,3.255,24619.51,15.18,7.37,9.99,-0.2,4.65,,
2026-04-17,123155,中陆转债,146.214,0.49,36.74,182.95,3.6,106.93,-8.56,A+,电力设备,szcy,2028-08-12,2.323,6797.31,12.93,31.76,33.96,-2.64,4.14,,
2026-04-17,110095,双良转债,143.674,0.68,36.81,180.48,14.006,105.02,-6.8,AA-,电力设备,shmb,2029-08-08,3.312,20410.85,10.18,6.18,6.49,0.78,3.11,,
2026-04-17,123259,锦浪转02,177.0,1.2,36.96,213.96,16.766,129.24,-7.73,AA,电力设备,szcy,2031-10-16,5.501,17760.67,6.02,72.55,93.76,0.41,4.1,,
2026-04-17,123178,花园转债,140.931,0.28,37.36,178.29,11.731,102.6,-5.91,AA-,医药生物,szcy,2029-03-06,2.888,6882.43,4.18,13.45,13.8,-2.75,2.2,,
2026-04-17,111020,合顺转债,147.169,1.57,37.56,184.73,3.38,106.99,-4.81,AA-,基础化工,shmb,2030-07-22,4.266,11232.16,22.73,10.59,11.33,1.8,1.8,,
2026-04-17,123252,银邦转债,156.663,1.88,37.63,194.29,7.846,113.83,-5.98,AA-,有色金属,szcy,2031-01-06,4.726,26390.77,21.49,12.51,14.24,5.01,6.68,,
2026-04-17,123173,恒锋转债,144.731,-0.19,38.02,182.75,2.331,104.87,-7.02,A-,计算机,szcy,2028-12-30,2.707,4083.71,12.14,13.77,14.44,-2.96,4.76,,
2026-04-17,123064,万孚转债,116.322,-0.62,38.04,154.36,5.977,84.27,-14.48,AA,医药生物,szcy,2026-09-01,0.375,3140.05,4.51,21.1,17.78,-0.73,1.51,,
