date,bond_id,bond_nm,price,increase_rt,premium_rt,dblow,curr_iss_amt,convert_value,ytm_rt,rating_cd,sw_name,market_cd,maturity_dt,year_left,volume,turnover_rt,convert_price,sprice,sincrease_rt,pb,_extra_1,_extra_2
2026-05-22,113680,丽岛转债,151.794,1.25,27.25,179.04,2.998,119.29,-6.58,A+,有色金属,shmb,2029-11-15,3.488,5635.16,12.44,12.91,15.4,3.63,2.04
2026-05-22,118039,煜邦转债,148.425,0.27,27.92,176.35,4.104,116.03,-7.19,A,电力设备,shkc,2029-07-20,3.164,4734.42,7.78,7.3,8.47,2.29,3.32
2026-05-22,113697,应流转债,299.133,1.41,28.57,327.7,14.997,232.66,-16.91,AA+,机械设备,shmb,2031-09-19,5.332,37308.47,8.41,30.47,70.89,-1.09,9.29
2026-05-22,127027,能化转债,116.396,0.3,28.69,145.09,19.464,90.44,-9.98,AAA,煤炭,szmb,2026-12-10,0.553,5014.88,2.22,2.93,2.65,0.38,0.85
2026-05-22,118056,路维转债,292.224,2.77,28.85,321.07,6.145,226.79,-16.88,AA-,电子,shkc,2031-06-11,5.058,48197.95,27.39,32.7,74.16,6.67,8.29
2026-05-22,118030,睿创转债,440.655,1.25,28.86,469.52,12.622,341.97,-40.94,AA,国防军工,shkc,2028-12-30,2.611,47652.0,8.62,39.12,133.78,3.4,8.53
2026-05-22,127108,太能转债,135.158,-0.84,28.89,164.05,29.498,104.87,-3.0,AA+,公用事业,szmb,2031-03-28,4.852,20374.23,5.09,5.55,5.82,-0.51,0.95
2026-05-22,127092,运机转债,308.625,3.9,28.94,337.57,5.25,239.36,-24.9,AA-,机械设备,szmb,2029-09-21,3.337,27802.58,17.34,11.89,28.46,8.38,2.74
2026-05-22,127061,美锦转债,100.0,0.64,29.24,129.24,27.89,77.38,10.37,A+,煤炭,szmb,2028-04-20,1.915,6728.25,2.42,5.26,4.07,2.78,1.41
2026-05-22,110075,南航转债,110.992,-0.46,29.46,140.45,58.959,85.74,-10.19,AAA,交通运输,shmb,2026-10-15,0.4,5190.2,0.79,6.17,5.29,-1.49,2.59
2026-05-22,127088,赫达转债,201.449,1.0,29.81,231.26,5.996,155.19,-15.7,AA-,基础化工,szmb,2029-07-03,3.118,12543.99,10.47,16.76,26.01,0.35,3.95
2026-05-22,127082,亚科转债,138.358,0.67,30.7,169.06,11.585,105.86,-6.4,AA,有色金属,szmb,2029-03-09,2.8,7723.06,4.81,5.29,5.6,0.9,1.24
2026-05-22,123064,万孚转债,111.512,-0.19,31.08,142.59,5.976,85.07,-4.85,AA,医药生物,szcy,2026-09-01,0.28,3857.29,5.79,21.1,17.95,0.17,1.52
2026-05-22,113649,丰山转债,141.316,-0.01,31.28,172.6,4.577,107.65,-8.2,AA-,基础化工,shmb,2028-06-27,2.101,5429.57,8.43,13.73,14.78,0.54,1.5
2026-05-22,128142,新乳转债,122.74,-1.85,31.33,154.07,7.179,93.46,-18.13,AA,食品饮料,szmb,2026-12-18,0.575,5404.45,6.12,17.88,16.71,-2.85,3.67
2026-05-22,110097,天润转债,140.83,-0.36,31.39,172.22,9.89,107.19,-4.6,AA,食品饮料,shmb,2030-10-24,4.427,4197.0,3.02,8.21,8.8,0.46,1.12
2026-05-22,127070,大中转债,488.296,-4.46,31.42,519.72,9.343,371.56,-47.92,AA,钢铁,szmb,2028-08-17,2.241,101960.51,22.21,10.76,39.98,-3.34,8.19
2026-05-22,118040,宏微转债,155.218,2.62,31.9,187.12,4.297,117.68,-7.88,A,电子,shkc,2029-07-25,3.178,13835.37,20.91,28.51,33.55,3.01,6.58
2026-05-22,118053,正帆转债,160.44,3.25,31.98,192.42,10.409,121.56,-6.62,AA,机械设备,shkc,2031-03-18,4.825,32299.49,19.59,38.45,46.74,2.93,3.67
2026-05-22,123150,九强转债,138.325,0.62,32.3,170.63,11.21,104.55,-9.03,AA-,医药生物,szcy,2028-06-30,2.11,2864.5,1.85,12.3,12.86,0.7,1.94
2026-05-22,111002,特纸转债,138.52,0.36,32.5,171.02,6.619,104.54,-12.05,AA,轻工制造,shmb,2027-12-08,1.548,4841.75,5.3,13.65,14.27,0.99,1.81
2026-05-22,123215,铭利转债,139.1,-0.65,33.07,172.17,8.555,104.53,-3.97,AA-,机械设备,szcy,2029-08-03,3.203,5363.75,4.5,19.2,20.07,-4.38,5.09
2026-05-22,123211,阳谷转债,181.4,1.55,33.08,214.48,3.07,136.3,-12.51,AA-,基础化工,szcy,2029-07-27,3.184,6020.95,10.9,9.2,12.54,3.12,1.52
2026-05-22,118013,道通转债,247.942,2.1,33.45,281.39,12.796,185.8,-29.73,AA,计算机,shkc,2028-07-08,2.132,24053.38,7.65,21.48,39.91,0.86,6.61
2026-05-22,110099,福能转债,145.912,0.57,33.56,179.47,38.019,109.25,-5.11,AA+,公用事业,shmb,2031-10-13,5.397,6209.4,1.12,9.84,10.75,1.99,1.07
2026-05-22,123259,锦浪转02,209.99,5.99,34.11,244.1,16.764,156.58,-10.76,AA,电力设备,szcy,2031-10-17,5.408,102440.45,29.57,72.55,113.6,4.97,4.96
2026-05-22,123237,佳禾转债,146.9,0.66,34.42,181.32,4.315,109.29,-6.12,A+,电子,szcy,2030-01-04,3.625,2808.11,4.44,13.46,14.71,1.8,1.98
2026-05-22,123258,胜蓝转02,244.5,-0.45,34.77,279.27,4.499,181.42,-13.11,AA-,电子,szcy,2031-08-28,5.271,82446.61,73.41,54.46,98.8,5.67,9.81
2026-05-22,110087,天业转债,129.749,-0.89,34.8,164.55,29.975,96.25,-7.22,AA+,基础化工,shmb,2028-06-23,2.09,7697.66,1.97,5.6,5.39,-1.82,1.0
2026-05-22,127045,牧原转债,119.867,-2.16,34.99,154.86,95.43,88.8,-7.83,AA+,农林牧渔,szmb,2027-08-16,1.236,32037.2,2.79,43.74,38.84,-1.65,2.57
2026-05-22,123235,亿田转债,201.002,3.29,35.08,236.08,4.353,148.8,-13.71,AA-,家用电器,szcy,2029-12-21,3.586,25734.0,30.0,21.31,31.71,1.34,5.1
2026-05-22,118012,微芯转债,152.766,-0.4,35.35,188.12,4.996,112.87,-11.24,A+,医药生物,shkc,2028-07-05,2.123,4920.02,6.44,25.34,28.6,-0.76,4.9
2026-05-22,127080,声迅转债,233.094,-2.88,35.46,268.55,2.793,172.08,-23.04,A,计算机,szmb,2028-12-30,2.611,248313.73,380.78,28.94,49.8,0.32,5.81
2026-05-22,123257,安克转债,156.723,-0.31,35.49,192.21,11.047,115.68,-6.42,AA+,电子,szcy,2031-06-16,5.071,8777.4,5.02,110.56,127.89,-1.47,6.14
2026-05-22,118007,山石转债,145.852,0.69,35.5,181.35,2.671,107.64,-11.66,A,计算机,shkc,2028-03-22,1.836,2832.23,7.29,16.5,17.76,4.29,4.59
2026-05-22,113640,苏利转债,135.933,0.38,35.54,171.47,7.39,100.29,-8.35,AA-,基础化工,shmb,2028-02-16,1.74,4945.91,4.93,17.2,17.25,2.99,1.24
2026-05-22,123255,鼎龙转债,347.882,0.54,35.72,383.6,9.096,256.32,-20.65,AA,电子,szcy,2031-04-02,4.866,64107.65,20.36,28.48,73.0,0.03,12.64
2026-05-22,123088,威唐转债,130.5,0.0,35.76,166.26,3.004,96.12,-21.04,A+,汽车,szcy,2026-12-15,0.567,3573.79,9.12,14.96,14.38,2.35,2.19
2026-05-22,113054,绿动转债,131.507,-0.84,35.78,167.29,23.598,96.85,-9.35,AA+,环保,shmb,2028-02-25,1.764,9441.87,3.03,8.89,8.61,-0.92,1.45
2026-05-22,118035,国力转债,147.496,1.69,35.87,183.37,4.8,108.56,-6.84,A+,电子,shkc,2029-06-12,3.06,9963.97,14.09,62.54,67.89,4.25,5.63
2026-05-22,111020,合顺转债,145.199,2.14,35.96,181.16,3.38,106.8,-4.6,AA-,基础化工,shmb,2030-07-22,4.17,7438.17,15.28,10.59,11.31,7.0,1.77
2026-05-22,118060,瑞可转债,251.997,3.36,36.11,288.11,9.999,185.15,-13.37,AA-,电子,shkc,2031-11-14,5.485,64883.57,25.66,73.85,136.73,3.11,11.15
2026-05-22,123142,申昊转债,135.015,-0.72,36.27,171.29,5.494,99.08,-9.68,A-,电力设备,szcy,2028-03-18,1.825,7503.78,10.12,33.71,33.4,-4.76,7.71
2026-05-22,123107,温氏转债,115.28,-1.05,36.28,151.56,77.064,84.59,-7.41,AAA,农林牧渔,szcy,2027-03-29,0.852,22508.86,2.53,16.29,13.78,-3.5,2.27
2026-05-22,113052,兴业转债,115.765,-1.23,36.78,152.55,413.5,84.63,-2.46,AAA,银行,shmb,2027-12-27,1.6,40234.35,0.83,20.63,17.46,0.52,0.41
2026-05-22,123071,天能转债,116.881,0.26,36.91,153.79,6.937,85.37,-3.89,AA-,电力设备,szcy,2026-10-21,0.416,3550.28,4.38,6.7,5.72,1.42,1.09
2026-05-22,128138,侨银转债,130.029,-0.17,37.25,167.28,4.199,94.74,-0.05,A+,环保,szmb,2026-11-17,0.49,7143.5,13.06,14.64,13.87,3.82,2.17
2026-05-22,127064,杭氧转债,144.698,-0.74,37.3,182.0,11.364,105.39,-13.03,AA+,基础化工,szmb,2028-05-19,1.995,7055.22,4.28,25.97,27.37,0.18,2.63
2026-05-22,111022,锡振转债,156.288,0.13,37.41,193.7,5.197,113.74,-5.5,AA-,汽车,shmb,2031-06-18,5.077,1796.11,2.2,22.64,25.75,1.86,3.13
2026-05-22,118062,天准转债,257.266,5.95,37.46,294.73,8.72,187.15,-13.52,AA-,机械设备,shkc,2031-12-11,5.559,64879.22,29.54,55.73,104.3,9.24,10.09
2026-05-22,113688,国检转债,143.996,-0.38,37.66,181.66,7.998,104.6,-4.8,AA+,社会服务,shmb,2030-10-17,4.408,5886.83,5.1,6.52,6.82,-1.59,2.63
2026-05-22,110098,南药转债,137.988,1.11,37.99,175.98,10.814,100.0,-4.45,AA+,医药生物,shmb,2030-12-25,4.597,4190.87,2.81,5.12,5.12,2.4,0.91
2026-05-22,123171,共同转债,140.705,1.12,38.06,178.77,3.799,101.92,-6.46,A,医药生物,szcy,2028-11-28,2.523,4300.55,8.08,27.12,27.64,3.87,3.84
2026-05-22,123112,万讯转债,135.087,0.19,38.08,173.17,2.265,97.83,-14.43,AA-,机械设备,szcy,2027-04-08,0.88,5605.85,18.49,8.3,8.12,0.12,2.39
2026-05-22,113584,家悦转债,109.816,-0.01,38.38,148.2,6.447,79.36,4.71,AA,商贸零售,shmb,2026-06-05,0.038,2257.7,3.19,12.45,9.88,0.61,2.53
2026-05-22,113589,天创转债,192.089,-3.45,38.95,231.04,0.662,138.24,-487.29,A-,纺织服饰,shmb,2026-06-24,0.09,21558.82,168.48,12.29,16.99,-0.23,6.45
2026-05-22,123104,卫宁转债,127.486,-1.17,39.61,167.1,9.699,91.31,-7.22,AA,计算机,szcy,2027-03-16,0.816,8358.75,6.74,9.44,8.62,-0.12,3.39
2026-05-22,118058,微导转债,362.574,0.15,40.0,402.57,11.7,258.98,-20.11,AA,电力设备,shkc,2031-08-06,5.211,87890.8,20.87,33.57,86.94,-2.41,13.31
2026-05-22,123178,花园转债,135.956,0.35,40.12,176.08,11.731,97.03,-4.88,AA-,医药生物,szcy,2029-03-06,2.792,2380.3,1.49,13.45,13.05,1.24,2.0
2026-05-22,110090,爱迪转债,140.718,0.15,40.24,180.96,15.696,100.34,-9.14,AA,汽车,shmb,2028-09-23,2.343,7056.33,3.19,17.55,17.61,0.63,1.83
2026-05-22,123155,中陆转债,142.496,0.82,40.33,182.83,3.6,101.54,-7.84,A+,电力设备,szcy,2028-08-12,2.227,4930.86,9.62,31.76,32.25,2.06,4.16
2026-05-22,113698,凯众转债,163.808,0.76,40.72,204.53,3.079,116.41,-6.82,AA-,汽车,shmb,2031-08-15,5.236,32670.47,65.06,12.74,14.83,0.75,3.85
2026-05-22,111017,蓝天转债,127.71,-1.06,40.76,168.47,6.715,90.73,-3.44,AA,公用事业,shmb,2029-08-15,3.236,3733.04,4.33,7.98,7.24,-2.29,1.53
2026-05-22,113659,莱克转债,133.226,-0.45,41.15,174.38,11.998,94.39,-6.64,AA,家用电器,shmb,2028-10-14,2.4,4674.79,2.92,31.72,29.94,-0.86,2.99
2026-05-22,128134,鸿路转债,114.777,1.23,41.4,156.18,15.726,81.17,-10.93,AA,建筑装饰,szmb,2026-10-09,0.384,6900.11,3.84,21.99,17.85,0.62,1.22
2026-05-22,118027,宏图转债,77.642,0.64,42.67,120.31,10.087,54.42,18.89,BB+,计算机,shkc,2028-11-28,2.523,4929.87,6.32,24.55,13.36,-2.48,-3.05
2026-05-22,111003,聚合转债,142.02,1.68,42.77,184.79,2.035,99.47,-10.15,AA-,基础化工,shmb,2028-03-07,1.795,3799.86,13.22,11.37,11.31,7.0,1.77
2026-05-22,127099,盛航转债,136.434,-0.24,42.9,179.33,4.541,95.48,-3.69,AA-,交通运输,szmb,2029-12-06,3.545,1708.49,2.76,15.48,14.78,-0.2,1.26
2026-05-22,123199,山河转债,138.6,0.29,43.23,181.83,3.197,96.77,-6.74,A+,医药生物,szcy,2029-06-12,3.06,1742.44,3.94,13.3,12.87,0.55,2.86
2026-05-22,113053,隆22转债,123.399,0.51,43.58,166.98,69.951,85.94,-7.64,AAA,电力设备,shmb,2028-01-05,1.625,10479.68,1.22,17.5,15.04,1.69,2.24
2026-05-22,123252,银邦转债,153.597,1.99,43.61,197.21,7.846,106.95,-5.69,AA-,有色金属,szcy,2031-01-06,4.63,5832.21,4.9,12.51,13.38,3.0,6.13
2026-05-22,118036,力合转债,145.872,1.72,43.65,189.52,3.8,101.55,-6.39,AA-,电子,shkc,2029-06-28,3.104,4490.36,8.22,23.93,24.3,4.74,3.39
2026-05-22,110093,神马转债,120.758,-0.41,43.91,164.67,22.199,83.91,-3.3,AAA,基础化工,shmb,2029-03-16,2.819,6924.57,2.58,8.08,6.78,0.3,0.8
2026-05-22,127049,希望转2,110.5,-0.71,44.29,154.79,81.434,76.58,-1.2,AAA,农林牧渔,szmb,2027-11-02,1.449,13696.19,1.52,10.59,8.11,-0.49,1.67
2026-05-22,123224,宇邦转债,144.619,0.98,44.72,189.34,2.848,99.93,-5.62,A+,电力设备,szcy,2029-09-19,3.332,4437.04,10.83,28.17,28.15,2.07,1.65
2026-05-22,118064,联瑞转债,307.671,11.02,44.99,352.66,6.95,212.2,-16.36,AA,基础化工,shkc,2032-01-07,5.633,257821.8,121.2,63.55,134.85,15.19,17.8
2026-05-22,118037,上声转债,138.05,0.52,45.11,183.16,4.679,95.14,-5.64,A+,汽车,shkc,2029-07-06,3.126,1574.98,2.45,28.99,27.58,2.07,2.51
2026-05-22,113658,密卫转债,134.74,0.3,45.27,180.01,8.719,92.75,-12.31,AA-,交通运输,shmb,2027-09-16,1.321,2171.68,1.85,55.72,51.68,0.9,1.65
2026-05-22,113070,渝水转债,128.035,-0.49,45.55,173.59,18.998,87.97,-3.01,AAA,环保,shmb,2031-01-09,4.638,3851.85,1.58,4.82,4.24,-0.47,1.16
2026-05-22,127093,章鼓转债,134.804,0.75,45.73,180.53,2.425,92.5,-3.89,A,机械设备,szmb,2029-10-17,3.408,1513.45,4.65,8.4,7.77,0.91,1.84
2026-05-22,123124,晶瑞转2,146.645,-0.11,45.77,192.42,5.225,100.6,-21.69,A+,电子,szcy,2027-08-16,1.236,6248.59,8.17,16.69,16.79,0.18,6.75
2026-05-22,127089,晶澳转债,122.95,0.29,45.84,168.79,89.588,84.31,-2.99,AA+,电力设备,szmb,2029-07-18,3.159,15322.38,1.4,11.66,9.83,1.65,1.53
2026-05-22,118052,浩瀚转债,156.041,2.72,45.88,201.92,3.539,106.97,-5.44,A+,计算机,shkc,2031-03-13,4.811,19077.43,34.74,24.26,25.95,3.63,4.08
2026-05-22,123065,宝莱转债,127.81,0.96,46.24,174.05,2.18,87.4,-35.18,AA-,医药生物,szcy,2026-09-04,0.288,2228.22,8.02,23.8,20.8,-1.33,4.87
2026-05-22,127054,双箭转债,130.389,0.49,46.82,177.21,5.136,88.81,-7.66,AA,基础化工,szmb,2028-02-11,1.726,3734.02,5.59,7.06,6.27,2.12,1.19
2026-05-22,123119,康泰转2,125.2,-0.62,46.97,172.17,19.99,85.19,-8.1,AA,医药生物,szcy,2027-07-15,1.148,8278.36,3.3,15.73,13.4,-0.3,1.55
2026-05-22,110092,三房转债,63.77,0.69,47.01,110.78,21.185,43.38,24.99,A+,基础化工,shmb,2029-01-06,2.63,81357.64,60.61,3.02,1.31,-5.07,1.02
2026-05-22,123172,漱玉转债,133.0,-0.43,47.29,180.29,7.96,90.3,-5.11,AA-,医药生物,szcy,2028-12-15,2.57,4854.53,4.56,14.95,13.5,-0.22,2.55
2026-05-22,123195,蓝晓转02,151.361,0.37,47.46,198.82,5.458,102.64,-8.0,A+,基础化工,szcy,2029-04-17,2.907,2747.49,3.32,59.38,60.95,1.13,6.74
2026-05-22,113067,燃23转债,130.545,-0.56,47.49,178.04,29.999,88.51,-5.11,AAA,公用事业,shmb,2029-07-27,3.184,4568.29,1.16,7.4,6.55,0.61,1.13
2026-05-22,113643,风语转债,139.882,0.35,47.89,187.77,4.994,94.59,-9.33,AA-,传媒,shmb,2028-03-25,1.844,6032.27,8.62,11.82,11.18,1.82,3.14
2026-05-22,113066,平煤转债,141.739,0.01,48.04,189.78,14.274,95.75,-8.77,AAA,煤炭,shmb,2029-03-16,2.819,4412.39,2.18,7.52,7.2,-0.28,0.71
2026-05-22,123194,百洋转债,133.606,0.65,48.48,182.09,8.459,89.98,-4.69,AA-,医药生物,szcy,2029-04-14,2.899,4228.94,3.74,25.36,22.82,3.26,4.63
2026-05-22,113696,伯25转债,143.621,0.53,48.78,192.4,28.019,96.53,-4.55,AA,汽车,shmb,2031-07-01,5.112,14833.34,3.7,35.16,33.94,3.16,3.69
2026-05-22,127072,博实转债,140.974,-0.33,49.2,190.17,4.498,94.49,-8.38,AA,机械设备,szmb,2028-09-22,2.34,5061.8,7.97,15.06,14.23,0.92,3.42
2026-05-22,128129,青农转债,107.631,-0.04,49.49,157.12,49.997,72.0,1.33,AAA,银行,szmb,2026-08-25,0.26,27668.63,5.14,4.0,2.88,-0.35,0.36
2026-05-22,127018,本钢转债,118.5,0.04,50.53,169.03,56.309,78.72,4.05,AAA,钢铁,szmb,2026-06-29,0.104,12141.13,1.82,3.29,2.59,2.37,1.55
2026-05-22,113694,清源转债,136.373,0.38,50.67,187.04,5.0,90.51,-2.85,A+,电力设备,shmb,2031-04-08,4.882,2639.37,3.87,12.86,11.64,1.57,2.39
2026-05-22,127031,洋丰转债,125.555,-1.14,50.9,176.46,9.999,83.21,-12.88,AA,基础化工,szmb,2027-03-25,0.841,3857.33,3.05,17.09,14.22,0.42,1.44
2026-05-22,127112,尚太转债,158.298,-0.68,50.97,209.27,17.34,104.85,-6.09,AA+,电力设备,szmb,2032-01-15,5.655,9221.44,3.35,84.71,88.82,-0.62,3.22
2026-05-22,118059,颀中转债,165.349,1.4,51.57,216.92,8.499,109.09,-6.91,AA+,电子,shkc,2031-11-03,5.455,11040.25,7.89,13.75,15.0,4.17,3.06
2026-05-22,113665,汇通转债,134.767,0.59,51.64,186.41,3.596,88.87,-4.96,AA-,建筑装饰,shmb,2028-12-15,2.57,3515.46,7.29,6.29,5.59,3.71,2.36
2026-05-22,123268,本川转债,193.6,5.1,51.95,245.55,4.69,127.41,-8.03,AA-,电子,szcy,2032-04-16,5.907,198512.33,216.22,75.88,96.68,9.02,7.23
2026-05-22,127046,百润转债,129.413,-1.32,52.12,181.53,11.274,85.07,-10.36,AA,食品饮料,szmb,2027-09-29,1.356,6763.43,4.61,20.63,17.55,-3.2,3.53
2026-05-22,127069,小熊转债,135.003,0.3,52.3,187.3,5.041,88.64,-5.59,AA-,家用电器,szmb,2028-08-12,2.227,1778.29,2.61,45.0,39.89,0.45,1.98
2026-05-22,123173,恒锋转债,135.7,0.15,52.41,188.11,2.331,89.03,-4.91,A-,计算机,szcy,2028-12-30,2.611,2649.81,8.37,13.77,12.26,1.83,4.41
2026-05-22,113671,武进转债,140.048,-0.08,53.4,193.45,3.093,91.3,-6.4,AA,钢铁,shmb,2029-07-10,3.137,4568.52,10.5,7.93,7.24,0.42,1.56
2026-05-22,110086,精工转债,130.051,-0.58,53.81,183.86,19.999,84.55,-6.78,AA,建筑装饰,shmb,2028-04-22,1.921,6415.69,2.46,4.79,4.05,-0.74,0.85
2026-05-22,113037,紫银转债,109.734,0.04,54.31,164.04,44.995,71.11,1.45,AA+,银行,shmb,2026-07-23,0.17,6301.46,1.28,3.6,2.56,-0.78,0.45
2026-05-22,127104,姚记转债,149.082,-0.3,54.31,203.39,5.823,96.61,-5.79,A+,传媒,szmb,2030-01-24,3.68,2841.88,3.26,20.06,19.38,-0.31,2.05
2026-05-22,127059,永东转2,132.13,0.62,54.69,186.82,3.791,85.42,-6.32,AA-,基础化工,szmb,2028-04-08,1.882,4201.51,8.4,8.16,6.97,1.46,1.12
2026-05-22,123189,晓鸣转债,132.164,0.09,54.72,186.88,3.287,85.42,-4.14,A,农林牧渔,szcy,2029-04-06,2.877,2598.41,5.97,19.34,16.52,0.85,3.95
2026-05-22,113692,保隆转债,136.667,-0.34,54.89,191.56,13.897,88.24,-4.16,AA,汽车,shmb,2030-10-31,4.447,4814.63,2.54,39.36,34.73,-1.56,2.27
2026-05-22,123114,三角转债,135.0,1.12,55.05,190.05,8.999,87.07,-13.14,AA-,国防军工,szcy,2027-05-25,1.008,12307.69,10.18,31.39,27.33,-0.8,2.48
2026-05-22,123133,佩蒂转债,132.546,0.41,55.45,188.0,7.198,85.27,-7.65,AA-,农林牧渔,szcy,2027-12-22,1.586,2360.18,2.48,17.58,14.99,1.97,1.97
2026-05-22,113674,华设转债,134.929,0.13,55.76,190.69,3.999,86.63,-4.68,AA,建筑装饰,shmb,2029-07-21,3.167,2514.59,4.67,8.45,7.32,0.27,0.92
2026-05-22,123269,金杨转债,174.7,3.47,56.14,230.84,9.8,111.88,-7.08,AA-,电力设备,szcy,2032-04-19,5.915,24660.0,14.49,39.8,44.53,4.56,2.71
2026-05-22,127113,长高转债,164.2,1.67,56.66,220.86,7.586,104.81,-6.21,AA-,电力设备,szmb,2032-03-08,5.8,3873.52,3.14,11.01,11.54,2.3,2.55
2026-05-22,111024,澳弘转债,180.836,4.98,57.03,237.87,5.8,115.16,-7.81,AA-,电子,shmb,2031-12-10,5.556,25250.25,24.15,34.04,39.2,7.6,3.04
2026-05-22,123261,普联转债,158.85,0.69,57.27,216.12,2.429,101.0,-5.16,A+,计算机,szcy,2031-12-05,5.543,2443.7,6.34,12.97,13.1,2.75,3.92
2026-05-22,113699,金25转债,164.539,0.77,57.42,221.96,19.999,104.52,-6.47,AA,有色金属,shmb,2031-09-26,5.351,15104.22,4.58,63.46,66.33,4.46,3.56
2026-05-22,123144,裕兴转债,130.088,1.59,58.19,188.28,5.997,82.24,-5.51,A+,基础化工,szcy,2028-04-11,1.89,12848.97,16.51,8.5,6.99,10.43,1.31
2026-05-22,110073,国投转债,106.807,0.02,58.44,165.25,79.991,67.41,1.06,AAA,非银金融,shmb,2026-07-24,0.173,9258.54,1.08,9.42,6.35,-1.55,0.71
2026-05-22,127050,麒麟转债,129.304,0.27,60.16,189.46,20.86,80.73,-9.51,AA,汽车,szmb,2027-11-11,1.474,2175.04,0.81,19.36,15.63,0.19,1.17
2026-05-22,113702,斯达转债,200.849,6.83,60.53,261.38,15.0,125.12,-9.57,AA+,电子,shmb,2032-04-15,5.904,170628.04,57.38,105.3,131.75,7.79,4.53
2026-05-22,111021,奥锐转债,138.447,-0.62,60.97,199.42,8.121,86.01,-3.48,AA-,医药生物,shmb,2030-07-26,4.181,10784.01,9.52,24.94,21.45,-0.23,3.21
2026-05-22,118042,奥维转债,149.947,-0.09,62.71,212.66,11.399,92.16,-6.98,AA-,电力设备,shkc,2029-08-10,3.222,6715.47,3.9,84.42,77.8,1.75,6.4
2026-05-22,127038,国微转债,133.501,0.42,62.92,196.42,14.915,81.94,-15.76,AA+,电子,szmb,2027-06-10,1.052,6534.23,3.29,97.3,79.73,2.36,4.8
2026-05-22,127102,浙建转债,126.554,-0.52,63.51,190.06,9.951,77.4,-3.42,AA+,建筑装饰,szmb,2029-12-25,3.597,2589.72,2.05,10.22,7.91,-1.12,0.98
2026-05-22,123165,回天转债,135.665,0.97,63.92,199.59,8.497,82.76,-5.5,AA-,基础化工,szcy,2028-10-27,2.436,2670.53,2.32,15.2,12.58,2.44,2.23
2026-05-22,113656,嘉诚转债,127.454,-0.54,64.07,191.52,7.998,77.68,-3.2,AA-,交通运输,shmb,2028-09-01,2.282,2579.77,2.52,10.35,8.04,0.37,1.59
2026-05-22,118061,茂莱转债,241.921,0.56,64.18,306.1,5.625,147.35,-12.4,A+,电子,shkc,2031-11-21,5.504,36828.47,26.93,364.43,537.0,2.54,22.54
2026-05-22,127111,金威转债,133.44,-0.27,64.51,197.95,12.924,81.11,-3.07,AA,食品饮料,szmb,2031-08-20,5.249,3186.91,1.84,19.59,15.89,-0.13,2.16
2026-05-22,123220,易瑞转债,134.738,0.55,65.3,200.04,2.907,81.51,-3.85,A+,医药生物,szcy,2029-08-18,3.244,1362.11,3.49,8.87,7.23,1.83,3.28
2026-05-22,110100,龙建转债,133.933,-0.43,67.6,201.53,10.0,79.91,-2.91,AA,建筑装饰,shmb,2032-01-21,5.671,2688.02,2.01,4.63,3.7,-1.86,0.9
2026-05-22,123192,科思转债,132.191,-0.43,67.67,199.86,7.187,78.84,-3.76,AA-,美容护理,szcy,2029-04-13,2.896,1817.62,1.91,17.39,13.71,-0.65,2.31
2026-05-22,123263,鼎捷转债,156.716,0.46,68.35,225.07,8.277,93.09,-5.69,AA,计算机,szcy,2031-12-15,5.57,7521.96,5.81,43.54,40.53,0.9,4.68
2026-05-22,123214,东宝转债,134.006,0.33,69.23,203.24,4.549,79.19,-4.12,A+,医药生物,szcy,2029-07-31,3.195,1373.33,2.25,6.63,5.25,1.94,1.79
2026-05-22,118063,金05转债,183.699,1.34,69.42,253.12,16.71,108.43,-8.62,AA+,电力设备,shkc,2031-12-24,5.595,12486.66,4.06,88.6,96.07,2.51,8.24
2026-05-22,118065,艾为转债,156.475,2.27,69.77,226.25,19.01,92.17,-5.73,AA+,电子,shkc,2032-01-22,5.674,8749.75,2.96,79.4,73.18,3.96,3.96
2026-05-22,123109,昌红转债,138.149,2.08,69.99,208.14,4.595,81.27,-19.54,AA-,机械设备,szcy,2027-04-01,0.86,10109.45,15.91,26.64,21.65,6.39,6.97
2026-05-22,118024,冠宇转债,127.776,1.37,70.44,198.22,30.889,74.97,-4.22,AA,电力设备,shkc,2028-10-24,2.427,17137.15,4.35,22.89,17.16,7.12,2.56
2026-05-22,123138,丝路转债,136.1,0.22,71.61,207.71,2.393,79.31,-8.02,A,计算机,szcy,2028-03-02,1.781,2748.42,8.45,26.53,21.04,0.81,6.02
2026-05-22,118066,统联转债,152.558,0.76,72.16,224.72,5.76,88.61,-5.01,AA-,电子,shkc,2032-03-02,5.784,10289.95,11.64,56.2,49.8,1.84,6.17
2026-05-22,118067,上26转债,145.951,0.03,72.52,218.47,3.25,84.6,-3.65,A+,汽车,shkc,2032-03-17,5.825,1170.67,2.47,32.6,27.58,2.07,2.51
2026-05-22,113655,欧22转债,128.422,-1.15,74.53,202.95,19.999,73.58,-4.86,AA,轻工制造,shmb,2028-08-05,2.208,5237.38,2.03,52.77,38.83,-1.1,1.25
2026-05-22,113616,韦尔转债,114.911,-0.18,75.39,190.3,24.324,65.52,-7.09,AA+,电子,shmb,2026-12-28,0.603,6090.45,2.18,159.12,104.25,1.55,3.97
2026-05-22,110081,闻泰转债,87.338,-1.17,76.08,163.42,85.962,49.6,21.75,A,电子,shmb,2027-07-28,1.184,36084.57,4.77,32.66,16.2,-3.57,0.83
